Row #	Gene	Transcripts	OMIM phenotype ID	Disorder group	Inheritance mode (AR/AR-AD)
1527	SERPINA1	ENST00000440909, ENST00000355814, ENST00000437397, ENST00000448921, ENST00000393087, ENST00000636712, ENST00000393088, ENST00000404814, ENST00000449399, ENST00000402629	613490	Metabolic	AR
1528	SERPINA6	ENST00000341584	611489	Endocrine	AR-AD
1529	SERPINB7	ENST00000336429, ENST00000540675, ENST00000398019, ENST00000546027	615598	Dermatologic	AR
1530	SERPINB8	ENST00000397985, ENST00000353706, ENST00000542677, ENST00000636430, ENST00000397988	617115	Dermatologic	AR
1531	SERPINE1	ENST00000223095	613329	Multi-system	AR-AD
1532	SERPINF1	ENST00000254722	613982	Skeletal	AR-AD
1533	SERPINF2	ENST00000324015, ENST00000450523, ENST00000382061	262850	Hematologic	AR
1534	SERPINH1	ENST00000533603, ENST00000358171, ENST00000530284, ENST00000524558, ENST00000525876	613848	Multi-system	AR
1535	SFRP4	ENST00000436072	265900	Skeletal	AR
1536	SFTPB	ENST00000519937, ENST00000393822, ENST00000409383	265120	-	AR
1537	SFXN4	ENST00000355697	615578	Metabolic	AR
1538	SGCA	ENST00000344627, ENST00000262018	608099	Multi-system	AR
1539	SGCB	ENST00000381431	604286	Multi-system	AR
1540	SGCD	ENST00000517913, ENST00000435422, ENST00000337851	601287	Multi-system	AR
1541	SGCG	ENST00000218867	253700	Multi-system	AR
1542	SGO1	ENST00000263753, ENST00000306698, ENST00000419233, ENST00000421451, ENST00000425061, ENST00000443724, ENST00000452020, ENST00000442720, ENST00000412997, ENST00000437051, ENST00000417364	616201	Multi-system	AR
1543	SGPL1	ENST00000373202	617575	ID	AR
1544	SGSH	ENST00000326317, ENST00000570923	252900	Metabolic-ID	AR
1545	SH3PXD2B	ENST00000519643, ENST00000311601	249420	Skeletal	AR
1546	SH3TC2	ENST00000502274, ENST00000515425, ENST00000512049	601596	Neuromuscular	AR-AD
1547	SI	ENST00000264382	222900	Metabolic	AR
1548	SIL1	ENST00000394817, ENST00000265195, ENST00000509534	248800	ID	AR
1549	SIX6	ENST00000327720	212550	Blindness	AR
1550	SKIV2L	ENST00000375394, ENST00000628157	614602	Multi-system	AR
1551	SLC10A2	ENST00000245312	613291	Metabolic	AR
1552	SLC11A2	ENST00000262051, ENST00000547198, ENST00000262052, ENST00000394904, ENST00000547688, ENST00000541174, ENST00000545993, ENST00000546743	206100	Hematologic	AR
1553	SLC12A1	ENST00000380993, ENST00000396577, ENST00000330289, ENST00000558405, ENST00000561031	601678	Metabolic	AR
1554	SLC12A3	ENST00000566786, ENST00000438926, ENST00000563236, ENST00000262502	263800	Cilia+Kidney	AR
1555	SLC12A5	ENST00000454036, ENST00000628272, ENST00000626701, ENST00000616201, ENST00000616202, ENST00000616933, ENST00000626937, ENST00000243964	616645	ID	AR
1556	SLC12A6	ENST00000290209, ENST00000397707, ENST00000560611, ENST00000354181, ENST00000458406, ENST00000397702, ENST00000558667, ENST00000558589, ENST00000560164	218000	ID	AR
1557	SLC13A5	ENST00000433363, ENST00000293800, ENST00000381074, ENST00000573648	615905	ID	AR
1558	SLC17A5	ENST00000355773	604369	Metabolic-ID	AR
1559	SLC18A3	ENST00000374115	617239	Neuromuscular	AR
1560	SLC19A2	ENST00000236137, ENST00000367804	249270	Metabolic	AR
1561	SLC19A3	ENST00000409287, ENST00000258403	607483	Metabolic-ID	AR
1562	SLC1A1	ENST00000262352	222730	ID	AR
1563	SLC1A4	ENST00000531327, ENST00000234256	616657	ID	AR
1564	SLC22A12	ENST00000377567, ENST00000377574, ENST00000377572, ENST00000473690, ENST00000336464	220150	Metabolic	AR
1565	SLC22A5	ENST00000245407, ENST00000435065	212140	Metabolic	AR
1566	SLC24A1	ENST00000537259, ENST00000261892, ENST00000339868, ENST00000544319, ENST00000399033, ENST00000546330	613830	Blindness	AR
1567	SLC24A4	ENST00000393265, ENST00000531433, ENST00000532405	615887	Multi-system	AR
1568	SLC24A5	ENST00000341459, ENST00000482911, ENST00000449382	113750	Multi-system	AR
1569	SLC25A1	ENST00000215882, ENST00000451283	615182	Metabolic-ID	AR
1570	SLC25A12	ENST00000422440	612949	Metabolic-ID	AR
1571	SLC25A13	ENST00000265631, ENST00000416240	603471	Metabolic	AR
1572	SLC25A15	ENST00000338625	238970	Metabolic-ID	AR
1573	SLC25A19	ENST00000375261, ENST00000416858, ENST00000402418, ENST00000442286, ENST00000320362, ENST00000580994	607196	Metabolic	AR
1574	SLC25A20	ENST00000430379, ENST00000319017	212138	Metabolic	AR
1575	SLC25A22	ENST00000320230, ENST00000628067, ENST00000531214	609304	Metabolic-ID	AR
1576	SLC25A26	ENST00000354883, ENST00000336733, ENST00000413054	616794	Metabolic-ID	AR
1577	SLC25A3	ENST00000401722, ENST00000188376, ENST00000228318, ENST00000551917, ENST00000552981, ENST00000551265, ENST00000547534, ENST00000549338, ENST00000548847	610773	Metabolic	AR-AD
1578	SLC25A38	ENST00000273158	205950	Metabolic	AR
1579	SLC25A4	ENST00000281456	615418	Metabolic	AR-AD
1580	SLC25A46	ENST00000513807, ENST00000355943, ENST00000447245, ENST00000504098, ENST00000509432	616505	Metabolic	AR
1581	SLC26A2	ENST00000286298	600972	Multi-system	AR
1582	SLC26A3	ENST00000340010	214700	Cilia+Kidney	AR
1583	SLC26A4	ENST00000265715	600791	Deafness	AR
1584	SLC27A4	ENST00000372870, ENST00000300456	608649	Dermatologic	AR-AD
1585	SLC29A3	ENST00000373189	602782	Multi-system	AR
1586	SLC2A10	ENST00000359271, ENST00000486000	208050	Multi-system	AR
1587	SLC2A2	ENST00000314251	227810	Metabolic	AR
1588	SLC2A9	ENST00000264784, ENST00000506583, ENST00000309065	612076	Metabolic	AR-AD
1589	SLC30A10	ENST00000366926	613280	Metabolic	AR
1590	SLC33A1	ENST00000392845, ENST00000359479	614482	Metabolic-ID	AR-AD
1591	SLC34A1	ENST00000512593, ENST00000324417	613388	Cilia+Kidney	AR-AD
1592	SLC34A2	ENST00000504570, ENST00000382051, ENST00000503434	265100	-	AR
1593	SLC34A3	ENST00000538474, ENST00000361134	241530	Multi-system	AR
1594	SLC35A1	ENST00000369556, ENST00000369557, ENST00000369552, ENST00000622775	603585	Metabolic-ID	AR
1595	SLC35C1	ENST00000442528, ENST00000314134	266265	Metabolic-ID	AR
1596	SLC35D1	ENST00000235345	269250	Metabolic	AR
1597	SLC37A4	ENST00000330775, ENST00000357590, ENST00000538950, ENST00000545985	232220	Metabolic	AR
1598	SLC38A8	ENST00000299709	609218	Blindness	AR
1599	SLC39A13	ENST00000533076, ENST00000531974, ENST00000362021, ENST00000354884, ENST00000524928	612350	Multi-system	AR
1600	SLC39A14	ENST00000240095, ENST00000359741, ENST00000381237, ENST00000289952	617013	Metabolic-ID	AR-AD
1601	SLC39A4	ENST00000276833, ENST00000301305	201100	Metabolic	AR
1602	SLC39A8	ENST00000424970, ENST00000394833, ENST00000356736	616721	Metabolic-ID	AR
1603	SLC3A1	ENST00000611973, ENST00000260649, ENST00000409387, ENST00000410056, ENST00000409741, ENST00000409229, ENST00000409380, ENST00000409294, ENST00000409740	220100	Metabolic	AR-AD
1604	SLC45A1	ENST00000471889, ENST00000289877	617532	ID	AR
1605	SLC45A2	ENST00000296589, ENST00000382102, ENST00000509381	606574	Multi-system	AR-AD
1606	SLC46A1	ENST00000612814, ENST00000618626	229050	Metabolic-ID	AR
1607	SLC4A1	ENST00000262418, ENST00000399246, ENST00000631130	611590	Cilia+Kidney	AR-AD
1608	SLC4A11	ENST00000380056, ENST00000380059, ENST00000539553	217400	Blindness	AR
1609	SLC4A4	ENST00000264485, ENST00000425175, ENST00000351898, ENST00000340595, ENST00000512686	604278	ID	AR
1610	SLC52A2	ENST00000530047, ENST00000527078, ENST00000402965, ENST00000532887, ENST00000329994, ENST00000526752	614707	Metabolic	AR
1611	SLC52A3	ENST00000381944, ENST00000217254, ENST00000632431	211530	Metabolic	AR
1612	SLC5A1	ENST00000266088, ENST00000543737	606824	Metabolic	AR
1613	SLC5A2	ENST00000330498	233100	Metabolic	AR-AD
1614	SLC5A5	ENST00000222248	274400	ID	AR
1615	SLC5A7	ENST00000409059, ENST00000264047	617143	Neuromuscular	AR-AD
1616	SLC6A17	ENST00000331565	616269	ID	AR
1617	SLC6A19	ENST00000304460	234500	Metabolic-ID	AR-AD
1618	SLC6A3	ENST00000270349	613135	ID	AR
1619	SLC6A5	ENST00000525748	614618	Neuromuscular	AR-AD
1620	SLC6A9	ENST00000372307, ENST00000372306, ENST00000372310, ENST00000475075, ENST00000357730, ENST00000360584	617301	ID	AR
1621	SLC7A14	ENST00000231706	615725	Blindness	AR
1622	SLC7A7	ENST00000285850, ENST00000555702, ENST00000397532, ENST00000397529, ENST00000397528, ENST00000554517	222700	Metabolic-ID	AR
1623	SLC7A9	ENST00000590341, ENST00000023064, ENST00000587772	220100	Metabolic	AR-AD
1624	SLC9A3	ENST00000264938, ENST00000514375	616868	Cilia+Kidney	AR
1625	SLCO2A1	ENST00000310926, ENST00000493729	614441	Multi-system	AR
1626	SLITRK6	ENST00000400286	221200	Deafness	AR
1627	SLURP1	ENST00000246515	248300	Dermatologic	AR
1628	SLX4	ENST00000294008	613951	Multi-system	AR
1629	SMARCAL1	ENST00000357276, ENST00000358207	242900	Multi-system	AR
1630	SMARCD2	ENST00000613943, ENST00000448276, ENST00000323347, ENST00000225742	617475	Immune system	AR
1631	SMG9	ENST00000270066, ENST00000601170	616920	ID	AR
1632	SMN1	ENST00000503079, ENST00000380707, ENST00000514951, ENST00000506163, ENST00000625245, ENST00000351205	253300	Neuromuscular	AR
1633	SMOC1	ENST00000361956, ENST00000381280	206920	ID	AR
1634	SMOC2	ENST00000354536, ENST00000356284, ENST00000535039	125400	Multi-system	AR
1635	SMPD1	ENST00000342245, ENST00000527275	257200	Metabolic-ID	AR
1636	SNAI2	ENST00000020945	608890	Multi-system	AR-AD
1637	SNAP29	ENST00000215730	609528	ID	AR
1638	SNIP1	ENST00000296215	614501	ID	AR
1639	SNORD118	ENST00000363593	614561	Neuromuscular	AR
1640	SNX10	ENST00000446848, ENST00000338523, ENST00000396376, ENST00000409367, ENST00000619420, ENST00000409838	615085	Multi-system	AR
1641	SNX14	ENST00000346348, ENST00000314673, ENST00000513865, ENST00000505648, ENST00000369627	616354	ID	AR
1642	SOBP	ENST00000317357, ENST00000618129	613671	ID	AR
1643	SOD1	ENST00000270142, ENST00000389995	105400	Metabolic	AR-AD
1644	SOX18	ENST00000340356	607823	Dermatologic	AR-AD
1645	SP110	ENST00000258381, ENST00000358662, ENST00000392048, ENST00000258382, ENST00000540870	235550	Immune system	AR
1646	SP7	ENST00000536324, ENST00000303846, ENST00000537210	613849	Multi-system	AR
1647	SPAG1	ENST00000520643, ENST00000251809, ENST00000520508, ENST00000388798	615505	Cilia+Kidney	AR
1648	SPARC	ENST00000231061	616507	Skeletal	AR
1649	SPART	ENST00000438666, ENST00000451493, ENST00000355182, ENST00000494062	275900	Metabolic-ID	AR
1650	SPATA5	ENST00000274008	616577	Metabolic-ID	AR
1651	SPATA7	ENST00000556553, ENST00000393545, ENST00000356583, ENST00000045347	604232	Multi-system	AR-AD
1652	SPEG	ENST00000312358, ENST00000396698, ENST00000396688, ENST00000396686, ENST00000396689, ENST00000617028	615959	Neuromuscular	AR
1653	SPG11	ENST00000261866, ENST00000535302, ENST00000427534, ENST00000558319, ENST00000559193	616668	ID	AR
1654	SPG21	ENST00000204566, ENST00000559199, ENST00000433215, ENST00000416889	248900	Neuromuscular	AR
1655	SPG7	ENST00000268704, ENST00000341316	607259	Metabolic	AR-AD
1656	SPINK5	ENST00000398454, ENST00000359874, ENST00000256084	256500	Multi-system	AR
1657	SPINT2	ENST00000301244, ENST00000587090, ENST00000454580	270420	Dermatologic	AR
1658	SPR	ENST00000234454	612716	Metabolic-ID	AR-AD
1659	SPRTN	ENST00000391858, ENST00000295050, ENST00000008440	616200	Skeletal	AR
1660	SPTA1	ENST00000368147	270970	Hematologic	AR-AD
1661	SPTBN2	ENST00000533211, ENST00000309996, ENST00000617502, ENST00000529997, ENST00000611817	615386	ID	AR-AD
1662	SPTBN4	ENST00000595535, ENST00000392025, ENST00000352632, ENST00000598249, ENST00000338932, ENST00000392023	617519	Neuromuscular	AR
1663	SQSTM1	ENST00000389805, ENST00000626660, ENST00000510187, ENST00000360718	617145	Metabolic	AR-AD
1664	SRD5A2	ENST00000622030	264600	Metabolic	AR
1665	SRD5A3	ENST00000264228	612379	Metabolic-ID	AR
1666	ST14	ENST00000278742	602400	Dermatologic	AR
1667	ST3GAL3	ENST00000262915, ENST00000330208, ENST00000335430, ENST00000351035, ENST00000353126, ENST00000372374, ENST00000545417, ENST00000361392, ENST00000361400, ENST00000347631, ENST00000361812, ENST00000372362, ENST00000531451, ENST00000332628, ENST00000361746, ENST00000372365, ENST00000372366, ENST00000372367, ENST00000372368, ENST00000372369, ENST00000372372, ENST00000528371, ENST00000531816, ENST00000531993, ENST00000533933	611090	Metabolic-ID	AR
1668	ST3GAL5	ENST00000638572, ENST00000393805, ENST00000640322, ENST00000377332, ENST00000639119, ENST00000640418, ENST00000639432, ENST00000640982, ENST00000640992, ENST00000638178, ENST00000638986, ENST00000393808	609056	Metabolic-ID	AR
1669	STAC3	ENST00000554578, ENST00000332782, ENST00000546246	255995	Metabolic	AR
1670	STAMBP	ENST00000339566, ENST00000409707, ENST00000394073, ENST00000394070, ENST00000536064	614261	ID	AR
1671	STAR	ENST00000276449	201710	Metabolic	AR
1672	STAT2	ENST00000314128, ENST00000557235, ENST00000418572	616636	Metabolic	AR
1673	STIL	ENST00000337817, ENST00000360380, ENST00000371877, ENST00000396221	612703	ID	AR
1674	STIM1	ENST00000300737, ENST00000616714, ENST00000527651, ENST00000533977	612783	Multi-system	AR-AD
1675	STK4	ENST00000372806, ENST00000499879, ENST00000372801	614868	Immune system	AR-AD
1676	STN1	ENST00000224950, ENST00000369764	617341	Hematologic	AR
1677	STRA6	ENST00000395105, ENST00000423167, ENST00000323940, ENST00000449139, ENST00000416286, ENST00000616000, ENST00000535552, ENST00000563965, ENST00000574278, ENST00000432245	601186	ID	AR
1678	STRADA	ENST00000638708, ENST00000639835, ENST00000336174, ENST00000245865, ENST00000640999, ENST00000375840, ENST00000638702, ENST00000640979, ENST00000447001, ENST00000392950, ENST00000640086, ENST00000640679, ENST00000638276, ENST00000638888, ENST00000640397, ENST00000638698, ENST00000638193, ENST00000582137, ENST00000579340, ENST00000578801, ENST00000638309, ENST00000578008, ENST00000617949	611087	ID	AR
1679	STRC	ENST00000450892, ENST00000541030	603720	Deafness	AR
1680	STUB1	ENST00000565677, ENST00000219548, ENST00000564370	615768	Neuromuscular	AR-AD
1681	STX11	ENST00000367568	603552	Immune system	AR
1682	STXBP2	ENST00000441779, ENST00000221283, ENST00000414284, ENST00000612033, ENST00000602355	613101	Multi-system	AR-AD
1683	SUCLA2	ENST00000378654, ENST00000470760	612073	Metabolic-ID	AR
1684	SUCLG1	ENST00000393868	245400	Metabolic-ID	AR
1685	SULT2B1	ENST00000201586, ENST00000323090	617571	Dermatologic	AR
1686	SUMF1	ENST00000272902, ENST00000383843, ENST00000458465, ENST00000405420	272200	Metabolic-ID	AR
1687	SUOX	ENST00000356124, ENST00000266971, ENST00000394115, ENST00000548274, ENST00000551841, ENST00000394109	272300	Metabolic-ID	AR
1688	SURF1	ENST00000371974, ENST00000615505	616684	Metabolic-ID	AR
1689	SYNE1	ENST00000341594, ENST00000367255, ENST00000423061, ENST00000367253, ENST00000367248, ENST00000413186, ENST00000466159, ENST00000610489, ENST00000539504, ENST00000354674, ENST00000448038, ENST00000495090	610743	Multi-system	AR-AD
1690	SYNE4	ENST00000340477, ENST00000324444	615540	Deafness	AR
1691	SYNJ1	ENST00000357345, ENST00000382491, ENST00000630077, ENST00000382499, ENST00000433931	615530	ID	AR
1692	SZT2	ENST00000634258, ENST00000562955, ENST00000372450	615476	Metabolic-ID	AR
1693	T	ENST00000296946, ENST00000366871	615709	Skeletal	AR
1694	TAC3	ENST00000458521, ENST00000441881, ENST00000615887, ENST00000415231	614839	Endocrine	AR
1695	TACO1	ENST00000258975	220110	Metabolic	AR
1696	TACR3	ENST00000304883	614840	Endocrine	AR
1697	TACSTD2	ENST00000371225	204870	Blindness	AR
1698	TAF13	ENST00000338366	617432	ID	AR
1699	TAF2	ENST00000378164	615599	ID	AR
1700	TAF6	ENST00000453269, ENST00000472509, ENST00000452041, ENST00000344095, ENST00000437822	617126	ID	AR
1701	TALDO1	ENST00000319006, ENST00000528097	606003	Metabolic	AR
1702	TANGO2	ENST00000401886, ENST00000420290, ENST00000432883, ENST00000434570, ENST00000447208, ENST00000456048, ENST00000398042, ENST00000327374, ENST00000401833	616878	Metabolic-ID	AR
1703	TAP1	ENST00000354258	604571	Multi-system	AR
1704	TAP2	ENST00000374899, ENST00000620123, ENST00000374897	604571	Multi-system	AR
1705	TAPBP	ENST00000434618, ENST00000475304, ENST00000489157, ENST00000426633, ENST00000456592	604571	Multi-system	AR
1706	TAPT1	ENST00000405303	616897	Skeletal	AR
1707	TAT	ENST00000355962	276600	Metabolic-ID	AR
1708	TBC1D20	ENST00000354200	615663	ID	AR
1709	TBC1D23	ENST00000344949, ENST00000394144, ENST00000475134	617695	ID	AR
1710	TBC1D24	ENST00000567020, ENST00000293970, ENST00000627285	614617	ID	AR-AD
1711	TBC1D7	ENST00000356436, ENST00000379300, ENST00000343141, ENST00000379307, ENST00000607658	248000	ID	AR
1712	TBCD	ENST00000355528, ENST00000539345	617193	ID	AR
1713	TBCE	ENST00000406207, ENST00000543662, ENST00000366601	241410	ID	AR
1714	TBCK	ENST00000273980, ENST00000432496, ENST00000361687, ENST00000394706, ENST00000394708	616900	ID	AR
1715	TBX15	ENST00000207157, ENST00000369429	260660	Skeletal	AR
1716	TBX19	ENST00000367821	201400	ID	AR
1717	TBX6	ENST00000395224, ENST00000279386, ENST00000627355, ENST00000553607	122600	Skeletal	AR-AD
1718	TBXAS1	ENST00000425687, ENST00000416849, ENST00000336425, ENST00000448866, ENST00000455353, ENST00000458722, ENST00000411653	231095	Metabolic	AR
1719	TCAP	ENST00000309889, ENST00000578283	601954	Multi-system	AR-AD
1720	TCIRG1	ENST00000265686, ENST00000532635	259700	Metabolic	AR
1721	TCN2	ENST00000215838, ENST00000450638, ENST00000405742, ENST00000407817	275350	Metabolic-ID	AR
1722	TCTEX1D2	ENST00000325318	617405	Multi-system	AR
1723	TCTN1	ENST00000550703, ENST00000614115, ENST00000551590, ENST00000397655, ENST00000471804, ENST00000397659, ENST00000377654	614173	Multi-system	AR
1724	TCTN2	ENST00000426174, ENST00000303372	616654	ID	AR
1725	TCTN3	ENST00000614499, ENST00000371217, ENST00000265993, ENST00000430368, ENST00000371209	614815	ID	AR
1726	TDP2	ENST00000378198, ENST00000341060	616949	Metabolic-ID	AR
1727	TDRD7	ENST00000355295	613887	Blindness	AR
1728	TECPR2	ENST00000359520, ENST00000558678	615031	ID	AR
1729	TECR	ENST00000215567, ENST00000596073, ENST00000600083	614020	Metabolic-ID	AR
1730	TECRL	ENST00000507440, ENST00000381210	614021	-	AR
1731	TECTA	ENST00000392793, ENST00000264037	603629	Deafness	AR-AD
1732	TELO2	ENST00000262319	616954	ID	AR
1733	TENM3	ENST00000511685	615145	Blindness	AR
1734	TF	ENST00000402696	209300	Hematologic	AR
1735	TFR2	ENST00000223051, ENST00000431692, ENST00000462107	604250	Hematologic	AR
1736	TFRC	ENST00000420415, ENST00000360110, ENST00000392396	616740	Multi-system	AR
1737	TG	ENST00000220616, ENST00000519543	274700	ID	AR
1738	TGDS	ENST00000261296	616145	ID	AR
1739	TGM1	ENST00000206765, ENST00000544573	242300	Dermatologic	AR
1740	TGM5	ENST00000610827, ENST00000611276, ENST00000220420, ENST00000622115, ENST00000349114	609796	Dermatologic	AR
1741	TH	ENST00000333684, ENST00000381175, ENST00000381178, ENST00000352909	605407	Metabolic-ID	AR
1742	THOC6	ENST00000326266, ENST00000574549, ENST00000575576, ENST00000253952	613680	ID	AR
1743	TIMM50	ENST00000314349, ENST00000544017, ENST00000607714, ENST00000599794	617698	Metabolic-ID	AR
1744	TIMMDC1	ENST00000494664, ENST00000493694	618251	Metabolic	AR
1745	TJP2	ENST00000453658, ENST00000636438, ENST00000377245, ENST00000348208, ENST00000535702, ENST00000539225	615878	Deafness	AR
1746	TK2	ENST00000299697, ENST00000620035, ENST00000544898, ENST00000451102, ENST00000527800, ENST00000527284, ENST00000545043, ENST00000564917, ENST00000525974, ENST00000417693, ENST00000563369	609560	Metabolic	AR
1747	TKT	ENST00000462138, ENST00000423525, ENST00000423516, ENST00000296289	617044	Metabolic-ID	AR
1748	TLE6	ENST00000246112, ENST00000482627, ENST00000452088	616814	-	AR
1749	TMC1	ENST00000297784, ENST00000340019	600974	Deafness	AR-AD
1750	TMC6	ENST00000590602, ENST00000392467, ENST00000322914, ENST00000306591, ENST00000591436, ENST00000589553	226400	Multi-system	AR
1751	TMC8	ENST00000318430, ENST00000589691	226400	Multi-system	AR-AD
1752	TMCO1	ENST00000612311, ENST00000392129, ENST00000367881, ENST00000580248, ENST00000464650, ENST00000628579	213980	ID	AR
1753	TMEM107	ENST00000449985, ENST00000532998, ENST00000437139, ENST00000533070, ENST00000316425, ENST00000431792	617562;617563	Cilia+Kidney	AR
1754	TMEM126A	ENST00000528105, ENST00000304511, ENST00000532180	612989	Metabolic	AR
1755	TMEM126B	ENST00000393375, ENST00000358867, ENST00000534341	252010	Metabolic	AR
1756	TMEM138	ENST00000278826, ENST00000542946, ENST00000381787	614465	Multi-system	AR
1757	TMEM165	ENST00000506198, ENST00000381334	614727	Metabolic-ID	AR
1758	TMEM199	ENST00000292114, ENST00000395404	616829	Metabolic	AR
1759	TMEM216	ENST00000515837, ENST00000334888, ENST00000398979	608091	ID	AR
1760	TMEM231	ENST00000258173, ENST00000568377, ENST00000565067	614970	ID	AR
1761	TMEM237	ENST00000409444, ENST00000409883, ENST00000621467	614424	ID	AR
1762	TMEM260	ENST00000261556, ENST00000538838	617478	Cilia+Kidney	AR
1763	TMEM38B	ENST00000374692, ENST00000374688	615066	Skeletal	AR-AD
1764	TMEM5	ENST00000261234, ENST00000537373	615041	Metabolic-ID	AR
1765	TMEM67	ENST00000453321, ENST00000409623	216360	ID	AR
1766	TMEM70	ENST00000517439, ENST00000312184	614052	Metabolic-ID	AR
1767	TMIE	ENST00000326431	600971	Deafness	AR
1768	TMPRSS15	ENST00000284885	226200	Metabolic	AR
1769	TMPRSS3	ENST00000398405, ENST00000433957, ENST00000291532, ENST00000398397	601072	Deafness	AR
1770	TMPRSS6	ENST00000381792, ENST00000346753, ENST00000406725, ENST00000406856, ENST00000442782	206200	Hematologic	AR
1771	TMTC3	ENST00000266712	617255	ID	AR
1772	TNFRSF11B	ENST00000297350	239000	Multi-system	AR
1773	TNFRSF13B	ENST00000579315, ENST00000261652, ENST00000583789	240500	Immune system	AR-AD
1774	TNFRSF13C	ENST00000291232	613494	Immune system	AR
1775	TNFSF11	ENST00000358545, ENST00000405262, ENST00000398795, ENST00000544862, ENST00000239849	259710	Multi-system	AR
1776	TNIK	ENST00000436636, ENST00000341852, ENST00000284483, ENST00000357327, ENST00000460047, ENST00000470834, ENST00000475336, ENST00000488470, ENST00000465393	617028	ID	AR
1777	TNNT1	ENST00000587758, ENST00000291901, ENST00000356783, ENST00000588426, ENST00000588981, ENST00000536926, ENST00000587465, ENST00000585321	605355	Neuromuscular	AR
1778	TNXB	ENST00000375244, ENST00000451343, ENST00000611016, ENST00000613214, ENST00000479795	606408	Multi-system	AR-AD
1779	TOE1	ENST00000372090	614969	ID	AR
1780	TP53RK	ENST00000372102	617730	ID	AR
1781	TPI1	ENST00000229270, ENST00000613953, ENST00000396705, ENST00000488464, ENST00000535434	615512	Metabolic-ID	AR
1782	TPK1	ENST00000360057, ENST00000538212, ENST00000378099, ENST00000639328	614458	Metabolic	AR
1783	TPO	ENST00000539820, ENST00000382269, ENST00000345913, ENST00000329066, ENST00000382201, ENST00000346956, ENST00000382198	274500	ID	AR
1784	TPP1	ENST00000299427, ENST00000533371, ENST00000528657	204500	Metabolic-ID	AR
1785	TPRKB	ENST00000272424, ENST00000318190, ENST00000409716	617731	ID	AR
1786	TPRN	ENST00000409012	613307	Deafness	AR
1787	TRAC	ENST00000611116	615387	Immune system	AR
1788	TRAF3IP1	ENST00000391993, ENST00000373327	616629	Multi-system	AR
1789	TRAIP	ENST00000331456, ENST00000469027	616777	ID	AR
1790	TRAK1	ENST00000487159, ENST00000484786, ENST00000327628, ENST00000449246, ENST00000613405, ENST00000341421, ENST00000396175	618201	Metabolic	AR
1791	TRAPPC11	ENST00000334690, ENST00000357207, ENST00000512476	615356	Metabolic-ID	AR
1792	TRAPPC12	ENST00000382110, ENST00000324266	617669	ID	AR
1793	TRAPPC6B	ENST00000330149, ENST00000347691	617862	ID	AR
1794	TRAPPC9	ENST00000389328, ENST00000438773	613192	ID	AR
1795	TRDN	ENST00000334268, ENST00000628709, ENST00000546248, ENST00000542443	615441	-	AR
1796	TREM2	ENST00000373122, ENST00000373113, ENST00000338469	221770	Neuromuscular	AR-AD
1797	TREX1	ENST00000433541, ENST00000625293, ENST00000444177, ENST00000456089, ENST00000629913	225750	ID	AR-AD
1798	TRH	ENST00000302649, ENST00000507066	275120	ID	AR
1799	TRIM2	ENST00000437508, ENST00000494872, ENST00000338700, ENST00000632856, ENST00000482578	615490	Neuromuscular	AR
1800	TRIM32	ENST00000450136, ENST00000373983	254110	ID	AR
1801	TRIM37	ENST00000393066, ENST00000262294, ENST00000393065, ENST00000584889, ENST00000625984	253250	Dermatologic	AR
1802	TRIOBP	ENST00000406386, ENST00000407319, ENST00000403663	609823	Deafness	AR
1803	TRIP11	ENST00000267622	200600	Skeletal	AR
1804	TRIP4	ENST00000261884	617066	Neuromuscular	AR
1805	TRIT1	ENST00000537440, ENST00000441669, ENST00000316891, ENST00000372818, ENST00000541099	617873	Metabolic-ID	AR
1806	TRMT10A	ENST00000394877, ENST00000273962, ENST00000394876	616033	ID	AR
1807	TRMT10C	ENST00000309922	616974	Metabolic	AR
1808	TRMT5	ENST00000261249	616539	Metabolic	AR
1809	TRMU	ENST00000290846, ENST00000381019	613070	Metabolic	AR
1810	TRNT1	ENST00000251607, ENST00000339437, ENST00000280591, ENST00000420393, ENST00000402675	616959	Metabolic-ID	AR
1811	TRPM1	ENST00000397795, ENST00000542188, ENST00000256552, ENST00000559179	613216	Blindness	AR-AD
1812	TRPM6	ENST00000361255, ENST00000449912, ENST00000360774, ENST00000359047	602014	Multi-system	AR
1813	TSEN15	ENST00000361641, ENST00000533373, ENST00000423085	617026	ID	AR
1814	TSEN2	ENST00000454502, ENST00000402228, ENST00000444864, ENST00000284995, ENST00000415684	612389	ID	AR
1815	TSEN54	ENST00000333213	277470	ID	AR
1816	TSFM	ENST00000550559, ENST00000548851, ENST00000543727, ENST00000454289, ENST00000540550, ENST00000323833	610505	Metabolic-ID	AR
1817	TSHB	ENST00000256592, ENST00000369517	275100	ID	AR
1818	TSHR	ENST00000541158, ENST00000342443, ENST00000298171, ENST00000554263, ENST00000554435	275200	Endocrine	AR-AD
1819	TSPEAR	ENST00000323084, ENST00000613245, ENST00000614657, ENST00000397916	614861	Multi-system	AR
1820	TSPYL1	ENST00000368608	608800	Endocrine	AR
1821	TTC19	ENST00000261647	615157	Metabolic-ID	AR
1822	TTC21B	ENST00000243344	613819	Multi-system	AR-AD
1823	TTC25	ENST00000377540	617092	Cilia+Kidney	AR
1824	TTC37	ENST00000358746	222470	ID	AR
1825	TTC7A	ENST00000409245, ENST00000319190, ENST00000394850	243150	Immune system	AR
